C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_14_884.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_14_884.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_14_884.jpg, 0, 1, 0, 23.32018
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_14_985.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_14_985.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_14_985.jpg, 0, 1, 0, 24.29786
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_15_085.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_15_085.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_15_085.jpg, 0, 1, 0, 25.26078
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_15_188.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_15_188.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_15_188.jpg, 0, 1, 0, 26.21518
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_15_288.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_15_288.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_15_288.jpg, 0, 1, 0, 27.1598
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_15_389.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_15_389.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_15_389.jpg, 0, 1, 0, 28.09493
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_15_494.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_15_494.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_15_494.jpg, 0, 1, 0, 29.20469
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_15_600.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_15_600.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_15_600.jpg, 0, 1, 0, 30.11924
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_15_701.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_15_701.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_15_701.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_15_807.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_15_807.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_15_807.jpg, 0, 1, 0, 30.19028
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_15_911.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_15_911.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_15_911.jpg, 0, 1, 0, 30.19028
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_16_012.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_16_012.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_16_012.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_16_119.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_16_119.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_16_119.jpg, 0, 1, 0, 30.19031
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_16_224.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_16_224.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_16_224.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_16_330.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_16_330.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_16_330.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_16_435.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_16_435.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_16_435.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_16_539.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_16_539.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_16_539.jpg, -0.1506297, 1, 0, 30.18406
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_16_644.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_16_644.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_16_644.jpg, -0.1441524, 1, 0, 30.18922
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_16_750.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_16_750.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_16_750.jpg, 0, 1, 0, 30.18974
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_16_856.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_16_856.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_16_856.jpg, 0, 1, 0, 30.19024
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_16_960.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_16_960.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_16_960.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_17_064.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_17_064.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_17_064.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_17_170.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_17_170.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_17_170.jpg, 0, 1, 0, 30.19031
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_17_271.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_17_271.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_17_271.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_17_378.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_17_378.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_17_378.jpg, 0, 1, 0, 30.19031
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_17_484.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_17_484.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_17_484.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_17_589.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_17_589.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_17_589.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_17_696.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_17_696.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_17_696.jpg, -0.1206831, 1, 0, 30.1862
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_17_801.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_17_801.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_17_801.jpg, -0.1879836, 1, 0, 30.18631
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_17_904.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_17_904.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_17_904.jpg, 0, 1, 0, 30.18932
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_18_007.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_18_007.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_18_007.jpg, 0, 1, 0, 30.19016
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_18_108.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_18_108.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_18_108.jpg, 0, 1, 0, 30.19027
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_18_214.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_18_214.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_18_214.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_18_314.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_18_314.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_18_314.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_18_421.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_18_421.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_18_421.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_18_521.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_18_521.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_18_521.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_18_626.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_18_626.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_18_626.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_18_732.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_18_732.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_18_732.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_18_832.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_18_832.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_18_832.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_18_938.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_18_938.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_18_938.jpg, 0, 1, 0, 30.19031
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_19_040.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_19_040.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_19_040.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_19_146.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_19_146.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_19_146.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_19_252.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_19_252.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_19_252.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_19_359.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_19_359.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_19_359.jpg, 0, 1, 0, 30.19032
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_19_460.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_19_460.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_19_460.jpg, 0, 1, 0, 30.19031
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_19_565.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_19_565.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_19_565.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_19_669.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_19_669.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_19_669.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_19_773.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_19_773.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_19_773.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_19_879.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_19_879.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_19_879.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_19_987.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_19_987.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_19_987.jpg, 0, 1, 0, 30.19032
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_20_091.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_20_091.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_20_091.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_20_192.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_20_192.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_20_192.jpg, 0, 1, 0, 30.1903
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_20_292.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_20_292.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_20_292.jpg, 0, 1, 0, 30.19028
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_20_394.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_20_394.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_20_394.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_20_500.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_20_500.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_20_500.jpg, 0, 1, 0, 30.19029
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_20_605.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_20_605.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_20_605.jpg, 0, 1, 0, 30.19027
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_20_712.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_20_712.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_20_712.jpg, -0.1722738, 1, 0, 30.18215
C:\Users\yacine\Downloads\simulator-windows-64\IMG\center_2022_05_09_13_20_20_817.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\left_2022_05_09_13_20_20_817.jpg, C:\Users\yacine\Downloads\simulator-windows-64\IMG\right_2022_05_09_13_20_20_817.jpg, 0, 1, 0, 30.18997
